comment_urn,post_urn,ts,company,author,numLikes,lang,text,sentiment
6874161070567694336,6874092414139695105,2021-12-08 01:41:54,thrivent,11155735,0,English,"Congratulations, Terry!",19.2
6874163109603405824,6874092414139695105,2021-12-08 01:50:01,thrivent,269608430,0,English,Fantastic Terry!,76.8
6874164167084011521,6874092414139695105,2021-12-08 01:54:13,thrivent,17130132,0,English,Teresa (Terry) Rasmussen Congratulations!,12.8
6874180946917126144,6874092414139695105,2021-12-08 03:00:53,thrivent,643148120,0,English,"Hearty congratulations Terry for the recognition 👏. 
So happy for you and Thrivent.",36.09
6874186200295579648,6874100897882914816,2021-12-08 03:21:46,jcpenney,284146597,1,Other,Inspiring,76.8
6874230541839851520,6874092414139695105,2021-12-08 06:17:58,thrivent,782897721,0,English,Congratulations!,38.4
6874284097477337088,6874278529027100672,2021-12-08 09:50:46,gap,659604672,0,English,Congratulations Carl 👏,38.4
6874296276654145536,6874092414139695105,2021-12-08 10:39:10,thrivent,349351835,0,English,Congratulations and well deserved!,35.59
6874317244890017793,6874092414139695105,2021-12-08 12:02:29,thrivent,330994459,0,English,Congratulations!!,38.4
6874349314009833472,6874092414139695105,2021-12-08 14:09:55,thrivent,11983346,0,English,Congratulations Terry!,38.4
6874372066985046016,6874092414139695105,2021-12-08 15:40:20,thrivent,14690268,0,English,Congratulations Terry!,38.4
6874381857958563840,6874092414139695105,2021-12-08 16:19:14,thrivent,24488361,0,English,Congratulations Terry!,38.4
6874431669416411136,6874425345932623873,2021-12-08 19:37:10,petsmart,22857746,2,English,We've already picked ours up. Our pups are GRRRRRRyfindor.,0.0
6874441021711802368,6874092414139695105,2021-12-08 20:14:20,thrivent,10834865,0,English,Congratulations Terry 🎉👏💐,38.4
6874442507195887616,6874092414139695105,2021-12-08 20:20:14,thrivent,279287827,0,English,Congratulations!!!,38.4
6874446277371858944,6874092414139695105,2021-12-08 20:35:13,thrivent,4331608,1,English,"What a great honor, congrats Terry and the Thrivent Team!",24.7
6874452937733656576,6874092414139695105,2021-12-08 21:01:41,thrivent,44094545,0,English,Congratulations!!,38.4
6874453683237613568,6874425345932623873,2021-12-08 21:04:39,petsmart,40105319,5,English,“You’re a harry wizard!”,0.0
6874455215085535232,6874425345932623873,2021-12-08 21:10:44,petsmart,67766647,1,English,Looks just like my English cream retriever! #doglovers,0.0
6874467607345422336,6874417535580745728,2021-12-08 21:59:59,antheminc,83331295,2,English,"Your company by far has the worst administrative system in the industry. Constant issues with claims, enrollment and prescription coverage. Hard to deal with Anthem as a broker.",-15.89
6874474587594231808,6874278529027100672,2021-12-08 22:27:43,gap,48560399,0,English,"Great appointment. Well done Carl, thoroughly deserved.",36.59
6874477317771579392,6874417445243809792,2021-12-08 22:38:34,jcpenney,12226391,5,English,"A
Long anticipated  brand coming true for jcp.",8.6
6874484267578134528,6874425345932623873,2021-12-08 23:06:11,petsmart,454752991,1,English,That's a Hairy Pupper!,-26.39
6874491831766278144,6872635212434563072,2021-12-08 23:36:14,aflac,288921146,1,Other,Well said!,32.9
6874528154392903681,6874092414139695105,2021-12-09 02:00:34,thrivent,14457454,0,English,Congratulations! What an exceptional leader Terry is..,29.2
6874534358435323904,6874092414139695105,2021-12-09 02:25:13,thrivent,37268556,0,English,"Congratulations, Terry!",19.2
6874555147800866816,6874425345932623873,2021-12-09 03:47:50,petsmart,287174935,1,English,Evin Brojer for our hufflepoof and our slytherpit ❤️,0.0
6874562866356240384,6874417445243809792,2021-12-09 04:18:30,jcpenney,22136778,0,English,This is awesome!!,38.4
6874568696350724096,6874417445243809792,2021-12-09 04:41:40,jcpenney,854151250,1,English,"#iworkatjcp I love the new line. I’m excited to start seeing it in the fulfillment center in Reno, NV",19.89
6874642402619990016,6874417445243809792,2021-12-09 09:34:33,jcpenney,190990016,0,English,I am having 20+ years experience of dealing import and supply chain..Actively looking for a better opportunity...Please check out and consider my profile,4.69
6874689716864786432,6874092414139695105,2021-12-09 12:42:34,thrivent,52859542,2,English,"I am among the many, many people who celebrate this great honor you have received!  It is very well deserved and I am proud that I had the chance to work with you in the past - Chris!",28.39
6874722700577923072,6874092414139695105,2021-12-09 14:53:37,thrivent,365797471,0,English,This is awesome! We here at Thrivent have always known this! Congrats!,25.6
6874758565064773632,6874100897882914816,2021-12-09 17:16:08,jcpenney,17152758,1,English,Loved that they did the street pics in Historic Downtown McKinney!!   Products look great!,9.3
6874770144988606464,6874092414139695105,2021-12-09 18:02:09,thrivent,45013944,0,English,That is awesome,38.4
6874786319298625536,6874109358435794944,2021-12-09 19:06:25,aflac,827010127,0,English,"Let Aflac help your Business attract and retain employees by offering our affordable Health and Life plans at discounted group rates by processing the Premiums through payroll deduction. Business owners, their families as well as employees and their families are eligible. Contact me and let's sit down for 10-15 minutes on your schedule and see if we're a good fit for you. Barry_McGiffin@us.aflac.com or call 702-290-6326. Employers offering health benefits have a giant edge bringing on and retaining good employees. An uninsured and financially stressed employee is not a productive employee.",-0.8
6874793966445895680,6874073756373966848,2021-12-09 19:36:49,jcpenney,808651284,0,English,"Great to see, ALL the colors of the revitalized JCP and again, it has traces of ABG licensing partners all over it!  In this case, Muhammad Ali.",0.8
6874810017808302080,6874092414139695105,2021-12-09 20:40:36,thrivent,15532692,0,English,"Congratulations Terry! Of course, you would be on this list. 😀",12.8
6874813277118038016,6874425345932623873,2021-12-09 20:53:33,petsmart,25604466,2,English,Steve Boits looks like new gear for your dogs,0.0
6874844801750179840,6874092414139695105,2021-12-09 22:58:49,thrivent,25366790,0,English,"Congrats, Terry!!",19.2
6874873223620685824,6874805857436086272,2021-12-10 00:51:45,antheminc,245086907,4,English,I am so excited to be a part of this great team! It’s refreshing to see health equity front and center as a priority for Anthem.,32.2
6874948359250169856,6874838984728567808,2021-12-10 05:50:19,aflac,827010127,0,English,"Contact me to schedule 10 mins on your schedule and we'll show you how our affordable group rate plans can benefit business owners, employees and both families.",5.9
6875113199889346560,6875110448686018560,2021-12-10 16:45:20,jcpenney,285815332,0,English,Congrats!!!,38.4
6875113596469219328,6875110448686018560,2021-12-10 16:46:54,jcpenney,13756016,0,English,Congratulations Kevin!,38.4
6875113609383550976,6875110448686018560,2021-12-10 16:46:57,jcpenney,27648012,0,English,Congratulations Kevin!,38.4
6875114437959790592,6875110448686018560,2021-12-10 16:50:15,jcpenney,216138660,0,English,Wow!  Awesome news.  We’ll deserved!  Congratulations Kevin!,36.09
6875114528263303168,6875110448686018560,2021-12-10 16:50:36,jcpenney,31523315,0,English,Congratulations,38.4
6875114804726648832,6875110448686018560,2021-12-10 16:51:42,jcpenney,17639855,0,English,AWESOME!!!  Congratulations,57.59
6875114956048744448,6875110448686018560,2021-12-10 16:52:18,jcpenney,20923982,0,English,Congratulations Kevin!,38.4
6875114970800025601,6875110448686018560,2021-12-10 16:52:22,jcpenney,168830410,0,English,Congrats,38.4
6875115222210871296,6875110448686018560,2021-12-10 16:53:22,jcpenney,32623237,0,English,Congrats Kevin!,38.4
6875116599288877056,6875110448686018560,2021-12-10 16:58:50,jcpenney,91097862,0,English,Congratulations!,38.4
6875116601864155136,6875110448686018560,2021-12-10 16:58:51,jcpenney,15448058,1,Other,#congratulations! #jcpleadership!,19.2
6875117437348651008,6875110448686018560,2021-12-10 17:02:10,jcpenney,27494744,0,English,Congratulations,38.4
6875119023500140544,6875110448686018560,2021-12-10 17:08:28,jcpenney,157582153,0,English,Congratulations Kevin!,38.4
6875120806662344705,6875110448686018560,2021-12-10 17:15:33,jcpenney,94294885,0,English,Congrats Kevin!,38.4
6875121288810164224,6875110448686018560,2021-12-10 17:17:28,jcpenney,4315882,0,English,Congrats!!,38.4
6875121413091586048,6875110448686018560,2021-12-10 17:17:58,jcpenney,127496229,0,English,Great news . Congrats  Kevin!!,57.59
6875122299192901632,6875110448686018560,2021-12-10 17:21:29,jcpenney,143551647,0,English,Congratulations,38.4
6875123020206354432,6875110448686018560,2021-12-10 17:24:21,jcpenney,411342398,0,English,Congratulations,38.4
6875124222889488384,6875110448686018560,2021-12-10 17:29:08,jcpenney,4434868,0,English,Congratulations Kevin!,38.4
6875124526435450880,6875110448686018560,2021-12-10 17:30:20,jcpenney,79081215,0,English,Congratulations  n wishingyou a great journey,57.59
6875124971400785920,6875110448686018560,2021-12-10 17:32:06,jcpenney,63274893,0,English,Congrats Kevin,38.4
6875126603366637568,6875110448686018560,2021-12-10 17:38:35,jcpenney,172631983,0,English,Congratulations!,38.4
6875127232998846464,6875110448686018560,2021-12-10 17:41:06,jcpenney,362076807,0,English,Congratulations Kevin!,38.4
6875132025330896896,6875110448686018560,2021-12-10 18:00:08,jcpenney,22225440,0,English,"Congratulations Kevin!!
Fantastic, well done.",46.59
6875132650642927617,6875110448686018560,2021-12-10 18:02:37,jcpenney,178197057,0,English,That is awesome!!  Congratulations!,38.4
6875133184019963904,6875110448686018560,2021-12-10 18:04:44,jcpenney,4385592,0,English,Great news.   Congrats!,57.59
6875134117969842177,6875110448686018560,2021-12-10 18:08:27,jcpenney,572536971,0,English,CONGRATULATIONS Dear,65.8
6875141349176332288,6875110448686018560,2021-12-10 18:37:11,jcpenney,584767225,0,English,Congratulations kevin,38.4
6875143143415709696,6875110448686018560,2021-12-10 18:44:19,jcpenney,7410094,0,English,Congratulations Kevin W McGhee !! You are an amazing merchant! So well deserved!!,24.7
6875146161519497216,6875110448686018560,2021-12-10 18:56:18,jcpenney,26199063,0,English,Congrats Kevin!,
6875158075955834880,6874092414139695105,2021-12-10 19:43:39,thrivent,247597489,0,English,Congratulations!,38.4
6875159912633249792,6875110448686018560,2021-12-10 19:50:57,jcpenney,29938253,0,English,Congratulations Kevin. Well deserved,27.39
6875161407948689408,6875110448686018560,2021-12-10 19:56:53,jcpenney,489609448,0,English,Congratulations Kevin,38.4
6875162844774584320,6875110448686018560,2021-12-10 20:02:36,jcpenney,759334490,0,English,Congratulations,38.4
6875164703753142273,6875110448686018560,2021-12-10 20:09:59,jcpenney,368775191,0,English,Congratulations,38.4
6875165232352907264,6875110448686018560,2021-12-10 20:12:05,jcpenney,20923094,0,English,Congratulations Kevin!!! So very well deserved!,30.1
6875165456421003264,6875110448686018560,2021-12-10 20:12:59,jcpenney,6251950,0,English,Congratulations Kevin,38.4
6875169230937968640,6875110448686018560,2021-12-10 20:27:59,jcpenney,157398995,5,English,Great Merchant leader - congratulations!,65.8
6875170161754726400,6875110448686018560,2021-12-10 20:31:41,jcpenney,100478099,0,English,Congrats Kevin!!!,38.4
6875181662888714240,6875110448686018560,2021-12-10 21:17:23,jcpenney,182536982,0,English,Congrats Kevin!,38.4
6875186893550608384,6875110448686018560,2021-12-10 21:38:10,jcpenney,5536064,0,English,Congrats Kevin!,38.4
6875191593121529856,6875110448686018560,2021-12-10 21:56:50,jcpenney,15976025,0,English,Congrats Kevin!,38.4
6875193223174770688,6875110448686018560,2021-12-10 22:03:19,jcpenney,19700674,0,English,"Congrats, Kevin!",19.2
6875194355594993664,6874417445243809792,2021-12-10 22:07:49,jcpenney,255941017,0,English,"Looking forward to seeing this new line at Kansas City area JCPenney stores as well as at the fulfillment center in Lenexa,Ks.",1.89
6875203123229560832,6875110448686018560,2021-12-10 22:42:39,jcpenney,32306450,0,English,Such an asset to JCPenney and the Home Division. Well deserved!!,13.0
6875203783022940160,6875110448686018560,2021-12-10 22:45:16,jcpenney,586893045,0,English,Congrats Kevin! Well deserved!,27.39
6875209824687271936,6875110448686018560,2021-12-10 23:09:17,jcpenney,180309080,0,English,Congratulations Kevin!!,38.4
6875218671774658560,6875110448686018560,2021-12-10 23:44:26,jcpenney,22149557,0,English,"Congrats Kevin, well deserved!",16.39
6875220373072420864,6875110448686018560,2021-12-10 23:51:12,jcpenney,21456117,0,English,Congratulations Kevin!!!!,38.4
6875223269973340160,6875110448686018560,2021-12-11 00:02:43,jcpenney,331440220,0,English,Congratulations!,38.4
6875224508157034496,6875110448686018560,2021-12-11 00:07:38,jcpenney,3423788,0,English,"Kevin, congratulations! Well deserved and best of luck.",21.5
6875227935842934784,6874092414139695105,2021-12-11 00:21:15,thrivent,433264089,0,English,Congratulations!!,38.4
6875234424309579776,6875110448686018560,2021-12-11 00:47:02,jcpenney,70574103,0,English,⭐️Congratulations⭐️,
6875236623571931136,6875110448686018560,2021-12-11 00:55:46,jcpenney,606721869,0,English,Congratulations,38.4
6875237419638247424,6875110448686018560,2021-12-11 00:58:56,jcpenney,142734614,0,English,Congrats!!,38.4
6875239831132340224,6875110448686018560,2021-12-11 01:08:31,jcpenney,767068983,0,English,Congratulations,38.4
6875243040668295168,6875110448686018560,2021-12-11 01:21:16,jcpenney,252304653,0,English,Great Merchant leader - congratulations!,65.8
6875248452096323584,6875110448686018560,2021-12-11 01:42:46,jcpenney,197403842,0,English,Congratulations,38.4
6875249522646278144,6875110448686018560,2021-12-11 01:47:02,jcpenney,282468373,0,English,Congratulations!!,38.4
6875249926922731520,6875110448686018560,2021-12-11 01:48:38,jcpenney,194135402,0,English,Congrats Kevin!,38.4
6875251110370701312,6875110448686018560,2021-12-11 01:53:20,jcpenney,171340,0,English,Great news and congrats Kevin!,57.59
6875253065352650752,6875110448686018560,2021-12-11 02:01:06,jcpenney,73004663,0,English,Congrats Kevin,38.4
6875255799128625152,6874100897882914816,2021-12-11 02:11:58,jcpenney,936847121,1,Other,Love #34!!!,46.59
6875259370062565376,6875110448686018560,2021-12-11 02:26:09,jcpenney,32386981,0,English,Congratulations Kevin!,38.4
6875261418040565760,6875110448686018560,2021-12-11 02:34:18,jcpenney,41418762,0,English,Congratulations  Kevin!,38.4
